id,airline,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,departure_gate,arrival_gate
38388,UA,1756,MCO,SFO,2024-07-18 18:33:00,2024-07-18 20:59:00,B14,B26
38389,VX,938,SFO,LAX,2024-07-18 19:44:00,2024-07-18 21:54:00,C20,E45
38390,AA,218,LAX,SFO,2024-07-18 19:17:00,2024-07-18 20:39:00,C3,B4
38391,AA,209,SFO,LAX,2024-07-18 19:45:00,2024-07-18 22:16:00,D2,A38
38392,OO,5294,SFO,SBP,2024-07-18 19:55:00,2024-07-18 20:53:00,C18,E32
38393,UA,1299,IAH,SFO,2024-07-18 21:06:00,2024-07-18 22:53:00,D48,A16
38394,OO,5402,SFO,SMF,2024-07-18 19:09:00,2024-07-18 19:57:00,E39,A7
38395,UA,1257,SFO,ANC,2024-07-18 19:18:00,2024-07-18 22:52:00,B20,D25
38396,UA,1581,SFO,OGG,2024-07-18 19:32:00,2024-07-18 21:58:00,E2,D6
38397,UA,1024,EWR,SFO,2024-07-18 20:18:00,2024-07-18 23:26:00,A35,B31
38398,WN,3998,LAX,SFO,2024-07-18 22:36:00,2024-07-18 23:39:00,E47,A16
38399,WN,3991,SFO,SAN,2024-07-18 21:01:00,2024-07-18 22:22:00,B16,D25
38400,DL,1420,DTW,SFO,2024-07-18 20:14:00,2024-07-18 22:41:00,A8,C31
38401,AA,436,PHX,SFO,2024-07-18 20:22:00,2024-07-18 22:18:00,B12,A50
38402,AA,1615,ORD,SFO,2024-07-18 22:18:00,2024-07-19 00:47:00,A46,E24
38403,UA,1942,SFO,LAX,2024-07-18 21:07:00,2024-07-18 22:40:00,A10,C23
38404,WN,6,PHX,SFO,2024-07-18 22:11:00,2024-07-19 00:00:00,A23,E26
38405,B6,834,SFO,BOS,2024-07-18 21:05:00,2024-07-19 05:14:00,E48,C13
38406,VX,810,SFO,PDX,2024-07-18 20:47:00,2024-07-18 22:26:00,D20,C4
38407,UA,396,HNL,SFO,2024-07-18 20:54:00,2024-07-19 04:48:00,A47,B15
38408,UA,1033,IAH,SFO,2024-07-18 22:44:00,2024-07-19 00:40:00,D32,E45
38409,AS,384,PDX,SFO,2024-07-18 21:43:00,2024-07-18 23:21:00,A1,B33
38410,AS,300,SEA,SFO,2024-07-18 21:40:00,2024-07-18 23:40:00,B24,D27
38411,VX,86,SFO,IAD,2024-07-18 22:08:00,2024-07-19 05:41:00,D32,E2
38412,AA,898,SFO,CLT,2024-07-18 22:15:00,2024-07-19 05:59:00,E41,E44
38413,UA,1072,SFO,IAD,2024-07-18 00:04:00,2024-07-18 07:45:00,B50,D46
38414,UA,824,SFO,JFK,2024-07-18 22:24:00,2024-07-19 06:26:00,C45,A6
38415,OO,5443,SFO,RDD,2024-07-18 22:35:00,2024-07-18 23:37:00,D16,D20
38416,UA,384,SFO,PHL,2024-07-18 22:43:00,2024-07-19 06:57:00,E15,E10
38417,AA,590,PHX,SFO,2024-07-18 23:21:00,2024-07-19 01:09:00,A45,B16
38418,UA,1753,KOA,SFO,2024-07-18 22:40:00,2024-07-19 06:47:00,B43,B17
38419,OO,5414,SFO,RDM,2024-07-18 22:45:00,2024-07-19 00:35:00,E43,B19
38420,UA,1580,OGG,SFO,2024-07-18 23:27:00,2024-07-19 07:14:00,B42,A13
38421,UA,1907,SFO,IAD,2024-07-18 23:40:00,2024-07-19 07:30:00,C33,A28
38422,OO,6293,SFO,AUS,2024-07-18 23:45:00,2024-07-19 05:14:00,D46,C32
38423,AA,1965,SFO,CLT,2024-07-19 00:05:00,2024-07-19 07:53:00,E4,B16
38424,UA,1928,SFO,ORD,2024-07-19 01:33:00,2024-07-19 07:11:00,E15,D13
38425,OO,5460,RDD,SFO,2024-07-19 04:54:00,2024-07-19 05:58:00,B6,B25
38426,AA,610,SFO,PHX,2024-07-19 05:56:00,2024-07-19 07:53:00,E28,E2
38427,UA,567,PIT,SFO,2024-07-19 06:00:00,2024-07-19 08:55:00,D47,B6
38428,OO,6416,PHX,SFO,2024-07-19 05:55:00,2024-07-19 08:05:00,A11,D14
38429,OO,5629,PSP,SFO,2024-07-19 06:14:00,2024-07-19 07:39:00,D12,B45
38430,OO,4975,STL,SFO,2024-07-19 08:01:00,2024-07-19 10:07:00,A38,A37
38431,OO,5244,SAN,SFO,2024-07-19 06:32:00,2024-07-19 08:13:00,C7,D9
38432,AS,313,SFO,SEA,2024-07-19 06:46:00,2024-07-19 08:40:00,C44,A20
38433,B6,16,SFO,JFK,2024-07-19 06:43:00,2024-07-19 14:45:00,A47,E50
38434,OO,5574,FAT,SFO,2024-07-19 06:53:00,2024-07-19 07:47:00,E3,C7
38435,UA,1742,ORD,SFO,2024-07-19 07:03:00,2024-07-19 09:37:00,C31,B22
38436,VX,12,SFO,JFK,2024-07-19 06:59:00,2024-07-19 15:32:00,B7,C46
38437,DL,2022,MSP,SFO,2024-07-19 07:09:00,2024-07-19 09:09:00,C10,D1
38438,UA,1111,SFO,EWR,2024-07-19 06:53:00,2024-07-19 15:03:00,C46,A27
38439,AS,222,SEA,SFO,2024-07-19 07:14:00,2024-07-19 09:19:00,E6,C47
38440,AS,743,SLC,SFO,2024-07-19 07:19:00,2024-07-19 08:05:00,C41,D50
38441,VX,183,EWR,SFO,2024-07-19 07:29:00,2024-07-19 10:33:00,E13,A42
38442,UA,294,SEA,SFO,2024-07-19 08:17:00,2024-07-19 10:09:00,B39,C9
38443,OO,6369,TUS,SFO,2024-07-19 07:40:00,2024-07-19 10:02:00,E24,C46
38444,OO,5199,AUS,SFO,2024-07-19 07:37:00,2024-07-19 09:03:00,B10,E50
38445,OO,5604,SFO,LAS,2024-07-19 11:22:00,2024-07-19 13:01:00,A24,E49
38446,OO,5398,SFO,SMF,2024-07-19 07:44:00,2024-07-19 08:22:00,D34,A16
38447,F9,657,DEN,SFO,2024-07-19 07:55:00,2024-07-19 09:18:00,A19,B24
38448,OO,6373,SFO,DFW,2024-07-19 07:50:00,2024-07-19 13:34:00,C34,A25
38449,AA,15,JFK,SFO,2024-07-19 07:53:00,2024-07-19 11:16:00,B45,B24
38450,B6,2288,SFO,LAS,2024-07-19 07:59:00,2024-07-19 09:25:00,E28,D33
38451,UA,1173,SFO,HNL,2024-07-19 07:57:00,2024-07-19 10:10:00,C43,E18
38452,VX,1901,LAS,SFO,2024-07-19 08:06:00,2024-07-19 09:25:00,E9,E20
38453,WN,910,PHX,SFO,2024-07-19 07:59:00,2024-07-19 09:51:00,A50,B2
38454,WN,716,DEN,SFO,2024-07-19 08:05:00,2024-07-19 09:53:00,A10,C24
38455,B6,736,LGB,SFO,2024-07-19 08:04:00,2024-07-19 09:14:00,A38,C9
38456,OO,6484,SAN,SFO,2024-07-19 08:16:00,2024-07-19 09:44:00,A19,A39
38457,AA,36,SFO,DFW,2024-07-19 08:23:00,2024-07-19 13:52:00,E31,C6
38458,UA,322,SNA,SFO,2024-07-19 08:19:00,2024-07-19 09:52:00,C31,D44
38459,AA,164,SFO,JFK,2024-07-19 08:26:00,2024-07-19 16:40:00,D27,D45
38460,OO,4461,SLC,SFO,2024-07-19 08:27:00,2024-07-19 09:23:00,B26,A32
38461,OO,5456,SFO,ONT,2024-07-19 09:02:00,2024-07-19 10:33:00,D43,B48
38462,DL,745,DTW,SFO,2024-07-19 08:40:00,2024-07-19 10:35:00,A48,C25
38463,UA,205,SFO,PDX,2024-07-19 08:33:00,2024-07-19 10:14:00,D43,E7
38464,UA,898,SFO,JFK,2024-07-19 08:41:00,2024-07-19 16:53:00,C1,B21
38465,F9,1106,SFO,IAH,2024-07-19 08:47:00,2024-07-19 14:47:00,E24,A48
38466,DL,1698,SFO,DTW,2024-07-19 08:57:00,2024-07-19 16:05:00,B45,D45
38467,DL,2305,MSP,SFO,2024-07-19 09:00:00,2024-07-19 10:55:00,D36,E6
38468,DL,2766,LAX,SFO,2024-07-19 09:44:00,2024-07-19 10:56:00,A25,C17
38469,UA,663,SFO,HNL,2024-07-19 09:06:00,2024-07-19 11:06:00,B45,C9
38470,UA,1912,IAH,SFO,2024-07-19 09:18:00,2024-07-19 11:11:00,A36,D45
38471,AA,169,SFO,LAX,2024-07-19 09:05:00,2024-07-19 10:33:00,A13,C23
38472,UA,399,SFO,RDU,2024-07-19 09:17:00,2024-07-19 17:15:00,A26,A20
38473,AA,461,CLT,SFO,2024-07-19 09:30:00,2024-07-19 11:53:00,B9,D47
38474,UA,710,SFO,DEN,2024-07-19 10:58:00,2024-07-19 14:29:00,D15,E6
38475,AS,318,SEA,SFO,2024-07-19 09:46:00,2024-07-19 11:47:00,D16,E16
38476,AA,159,SFO,DFW,2024-07-19 10:28:00,2024-07-19 15:43:00,B44,D14
38477,OO,5196,PDX,SFO,2024-07-19 10:03:00,2024-07-19 11:45:00,A35,E34
38478,WN,606,SFO,LAX,2024-07-19 10:06:00,2024-07-19 11:30:00,D35,D2
38479,OO,6416,SFO,ABQ,2024-07-19 10:06:00,2024-07-19 13:39:00,B49,E35
38480,UA,1109,LAS,SFO,2024-07-19 10:05:00,2024-07-19 11:29:00,C32,B26
38481,AA,2438,LAX,SFO,2024-07-19 10:15:00,2024-07-19 11:39:00,D42,B14
38482,VX,1355,BOS,SFO,2024-07-19 10:21:00,2024-07-19 13:41:00,D8,A34
38483,OO,5242,SEA,SFO,2024-07-19 10:21:00,2024-07-19 12:51:00,E39,B24
38484,WN,1274,SFO,DEN,2024-07-19 10:47:00,2024-07-19 14:02:00,D36,B42
38485,OO,6404,EUG,SFO,2024-07-19 10:27:00,2024-07-19 11:55:00,D39,C36
38486,OO,5585,SFO,OKC,2024-07-19 11:39:00,2024-07-19 16:46:00,E42,A25
38487,OO,5207,LAS,SFO,2024-07-19 10:47:00,2024-07-19 12:36:00,B15,D6
38488,UA,1960,SFO,LAX,2024-07-19 10:40:00,2024-07-19 12:13:00,B9,B4
38489,UA,1415,SFO,PDX,2024-07-19 10:51:00,2024-07-19 12:33:00,B22,D44
38490,OO,6267,SFO,MRY,2024-07-19 10:39:00,2024-07-19 11:31:00,D11,A24
38491,OO,6369,SFO,ACV,2024-07-19 10:41:00,2024-07-19 11:47:00,B10,D24
38492,UA,499,ORD,SFO,2024-07-19 10:51:00,2024-07-19 13:39:00,A34,A6
38493,UA,1182,SFO,DCA,2024-07-19 10:55:00,2024-07-19 19:11:00,E16,B17
38494,UA,1900,SFO,PHL,2024-07-19 10:57:00,2024-07-19 19:21:00,B14,E36
38495,DL,1680,ATL,SFO,2024-07-19 11:02:00,2024-07-19 12:51:00,D49,C48
38496,DL,2760,LAX,SFO,2024-07-19 11:03:00,2024-07-19 12:19:00,D22,D2
38497,UA,1686,DEN,SFO,2024-07-19 11:08:00,2024-07-19 12:42:00,D28,A39
38498,DL,1583,SFO,JFK,2024-07-19 11:15:00,2024-07-19 19:41:00,C45,E41
38499,UA,1227,IAH,SFO,2024-07-19 13:21:00,2024-07-19 15:01:00,A48,C10
38500,OO,6409,SLC,SFO,2024-07-19 11:19:00,2024-07-19 12:20:00,A10,C20
38501,UA,2000,SFO,PHX,2024-07-19 11:54:00,2024-07-19 13:51:00,C4,E25
38502,OO,5307,SFO,ONT,2024-07-19 11:53:00,2024-07-19 13:15:00,C31,B18
38503,VX,954,SFO,SAN,2024-07-19 12:06:00,2024-07-19 13:37:00,E7,C30
38504,AA,193,ORD,SFO,2024-07-19 12:07:00,2024-07-19 14:42:00,C18,C29
38505,OO,5487,MRY,SFO,2024-07-19 12:01:00,2024-07-19 12:36:00,E4,A48
38506,WN,4277,SFO,LAS,2024-07-19 12:50:00,2024-07-19 14:33:00,C40,A39
38507,WN,581,LAX,SFO,2024-07-19 12:48:00,2024-07-19 14:00:00,E32,E8
38508,OO,5193,SFO,RNO,2024-07-19 12:11:00,2024-07-19 13:08:00,C12,C13
38509,B6,1435,SFO,LGB,2024-07-19 12:37:00,2024-07-19 13:56:00,E41,B4
38510,WN,772,MDW,SFO,2024-07-19 13:54:00,2024-07-19 16:43:00,E36,B22
38511,UA,637,SFO,JFK,2024-07-19 12:50:00,2024-07-19 21:01:00,A37,E23
38512,AS,381,SFO,PDX,2024-07-19 12:53:00,2024-07-19 14:20:00,D21,A34
38513,UA,1447,SFO,DEN,2024-07-19 12:56:00,2024-07-19 16:17:00,D45,E33
38514,UA,500,SFO,ORD,2024-07-19 13:17:00,2024-07-19 19:21:00,A25,C48
38515,DL,2780,SFO,LAX,2024-07-19 13:01:00,2024-07-19 14:29:00,D25,A42
38516,DL,2763,LAX,SFO,2024-07-19 13:42:00,2024-07-19 15:17:00,A36,E50
38517,UA,466,SAN,SFO,2024-07-19 14:09:00,2024-07-19 15:40:00,C35,B45
38518,DL,468,SFO,JFK,2024-07-19 14:30:00,2024-07-19 22:52:00,B14,E21
38519,AS,400,PDX,SFO,2024-07-19 13:21:00,2024-07-19 15:01:00,D9,C49
38520,VX,910,SFO,LAS,2024-07-19 13:31:00,2024-07-19 14:59:00,C33,B3
38521,WN,4558,SFO,MKE,2024-07-19 14:06:00,2024-07-19 19:42:00,D15,B2
38522,OO,6484,SFO,SBA,2024-07-19 13:28:00,2024-07-19 14:45:00,C17,E10
38523,OO,5504,MFR,SFO,2024-07-19 13:26:00,2024-07-19 14:49:00,C4,B5
38524,AA,259,SFO,DFW,2024-07-19 13:33:00,2024-07-19 19:12:00,A40,C47
38525,UA,1752,LAX,SFO,2024-07-19 13:40:00,2024-07-19 15:18:00,B39,C17
38526,UA,317,SNA,SFO,2024-07-19 13:37:00,2024-07-19 14:52:00,B19,D30
38527,WN,4662,LAX,SFO,2024-07-19 13:49:00,2024-07-19 14:58:00,B21,B40
38528,OO,6282,MSO,SFO,2024-07-19 14:05:00,2024-07-19 15:22:00,E12,A11
38529,WN,162,SFO,DEN,2024-07-19 14:08:00,2024-07-19 17:17:00,B32,D21
38530,AA,241,ORD,SFO,2024-07-19 13:57:00,2024-07-19 16:34:00,D29,A18
38531,OO,5470,ONT,SFO,2024-07-19 13:50:00,2024-07-19 15:11:00,E35,C38
38532,AA,330,DFW,SFO,2024-07-19 14:06:00,2024-07-19 15:35:00,B13,A18
38533,OO,5427,SFO,RDD,2024-07-19 14:20:00,2024-07-19 15:20:00,B9,B26
38534,DL,480,JFK,SFO,2024-07-19 14:28:00,2024-07-19 17:43:00,C23,A43
38535,B6,578,SFO,FLL,2024-07-19 14:41:00,2024-07-19 23:23:00,A29,D26
38536,UA,587,IAH,SFO,2024-07-19 16:41:00,2024-07-19 18:22:00,C29,B48
38537,OO,6476,SLC,SFO,2024-07-19 14:51:00,2024-07-19 15:54:00,E42,E47
38538,VX,908,SFO,LAS,2024-07-19 15:02:00,2024-07-19 16:27:00,B45,D31
38539,OO,4573,SLC,SFO,2024-07-19 15:21:00,2024-07-19 16:21:00,D30,C26
38540,OO,6274,MSP,SFO,2024-07-19 18:47:00,2024-07-19 20:42:00,D41,A10
38541,B6,616,SFO,JFK,2024-07-19 18:06:00,2024-07-20 02:22:00,B13,C16
38542,UA,1686,SFO,BOS,2024-07-19 16:03:00,2024-07-20 00:10:00,E28,C24
38543,AA,85,JFK,SFO,2024-07-19 15:27:00,2024-07-19 18:37:00,E32,E27
38544,AA,2475,ORD,SFO,2024-07-19 15:29:00,2024-07-19 18:01:00,E16,C26
38545,DL,373,DTW,SFO,2024-07-19 15:30:00,2024-07-19 17:26:00,A22,A2
38546,UA,1227,SFO,EWR,2024-07-19 15:35:00,2024-07-19 23:46:00,C50,D26
38547,OO,5609,SFO,MRY,2024-07-19 15:37:00,2024-07-19 16:19:00,D38,C38
38548,UA,1456,SFO,LAS,2024-07-19 15:54:00,2024-07-19 17:24:00,A44,A10
38549,OO,5206,SAT,SFO,2024-07-19 17:37:00,2024-07-19 19:46:00,D29,E41
38550,WN,1720,PHX,SFO,2024-07-19 16:42:00,2024-07-19 18:30:00,E20,B3
38551,WN,772,SFO,PHX,2024-07-19 17:28:00,2024-07-19 19:19:00,C32,E17
38552,UA,73,SFO,HNL,2024-07-19 16:07:00,2024-07-19 18:20:00,A20,B14
38553,AA,709,PHL,SFO,2024-07-19 16:06:00,2024-07-19 19:11:00,C25,D39
38554,WN,4393,LAS,SFO,2024-07-19 17:10:00,2024-07-19 18:29:00,E34,C49
38555,AS,315,SFO,SEA,2024-07-19 16:15:00,2024-07-19 18:20:00,A20,C22
38556,WN,482,LAX,SFO,2024-07-19 17:16:00,2024-07-19 18:29:00,E36,B16
38557,UA,1635,SFO,BOS,2024-07-19 16:17:00,2024-07-20 00:25:00,C40,D38
38558,DL,1775,ATL,SFO,2024-07-19 16:39:00,2024-07-19 18:37:00,C4,E28
38559,AA,2029,CLT,SFO,2024-07-19 17:05:00,2024-07-19 19:25:00,A47,C12
38560,VX,27,JFK,SFO,2024-07-19 16:32:00,2024-07-19 19:59:00,C34,A18
38561,OO,4573,SFO,SLC,2024-07-19 17:03:00,2024-07-19 19:43:00,C6,C43
38562,UA,1749,SFO,OGG,2024-07-19 16:49:00,2024-07-19 19:05:00,A16,D48
38563,UA,1723,SFO,KOA,2024-07-19 16:48:00,2024-07-19 19:05:00,B11,E50
38564,B6,2589,LAS,SFO,2024-07-19 16:48:00,2024-07-19 18:17:00,B34,C45
38565,VX,755,SEA,SFO,2024-07-19 17:07:00,2024-07-19 19:04:00,C17,A11
38566,OO,6366,BUR,SFO,2024-07-19 16:58:00,2024-07-19 18:16:00,A38,E30
38567,DL,2772,LAX,SFO,2024-07-19 19:15:00,2024-07-19 20:31:00,B37,D47
38568,UA,455,AUS,SFO,2024-07-19 17:17:00,2024-07-19 18:46:00,C29,B48
38569,VX,222,SFO,AUS,2024-07-19 17:08:00,2024-07-19 22:33:00,C20,A9
38570,WN,3951,STL,SFO,2024-07-19 17:27:00,2024-07-19 19:28:00,B15,B19
38571,UA,1185,SFO,EWR,2024-07-19 17:36:00,2024-07-20 01:45:00,D47,D11
38572,OO,5302,SMF,SFO,2024-07-19 17:56:00,2024-07-19 18:45:00,E37,A5
38573,VX,960,SFO,SAN,2024-07-19 17:32:00,2024-07-19 19:02:00,D18,E17
38574,OO,6356,SBA,SFO,2024-07-19 17:38:00,2024-07-19 18:53:00,A42,D4
38575,OO,6352,BOI,SFO,2024-07-19 17:52:00,2024-07-19 18:36:00,A42,E5
38576,UA,644,IAD,SFO,2024-07-19 18:51:00,2024-07-19 21:31:00,B26,E30
38577,UA,1038,ORD,SFO,2024-07-19 18:22:00,2024-07-19 20:50:00,C46,E13
38578,AA,177,JFK,SFO,2024-07-19 18:03:00,2024-07-19 21:30:00,C29,E36
38579,DL,715,SFO,SLC,2024-07-19 18:17:00,2024-07-19 20:51:00,E11,E26
38580,WN,842,SNA,SFO,2024-07-19 18:32:00,2024-07-19 19:43:00,B25,C13
38581,OO,6282,SFO,JAC,2024-07-19 17:57:00,2024-07-19 20:58:00,B47,B50
38582,OO,5266,SFO,STL,2024-07-19 19:10:00,2024-07-20 00:48:00,C31,D12
38583,OO,5304,ONT,SFO,2024-07-19 21:35:00,2024-07-19 22:58:00,E47,D4
38584,UA,1029,SFO,DFW,2024-07-19 18:09:00,2024-07-19 23:29:00,C11,B3
38585,WN,4660,SFO,LAS,2024-07-19 19:10:00,2024-07-19 20:37:00,D12,B23
38586,AS,304,SEA,SFO,2024-07-19 18:33:00,2024-07-19 20:35:00,B23,B38
38587,OO,5555,SFO,ACV,2024-07-19 18:32:00,2024-07-19 19:37:00,E46,A31
38588,UA,480,RDU,SFO,2024-07-19 18:38:00,2024-07-19 21:16:00,D38,B8
38589,VX,29,JFK,SFO,2024-07-19 18:50:00,2024-07-19 22:25:00,D31,B16
38590,VX,77,IAD,SFO,2024-07-19 19:14:00,2024-07-19 22:09:00,D24,E24
38591,DL,2770,SFO,LAX,2024-07-19 21:09:00,2024-07-19 23:21:00,B32,C40
38592,VX,719,DAL,SFO,2024-07-19 18:59:00,2024-07-19 20:31:00,A6,E29
38593,WN,4037,SAN,SFO,2024-07-19 19:20:00,2024-07-19 20:37:00,A30,B30
38594,UA,741,ORD,SFO,2024-07-19 19:23:00,2024-07-19 22:06:00,B38,C47
38595,UA,1944,LAX,SFO,2024-07-19 19:07:00,2024-07-19 20:28:00,C28,A25
38596,UA,681,SFO,LAX,2024-07-19 19:12:00,2024-07-19 21:04:00,B24,A44
38597,UA,1670,SFO,HNL,2024-07-19 19:18:00,2024-07-19 21:43:00,C2,B1
38598,VX,759,SEA,SFO,2024-07-19 19:29:00,2024-07-19 21:34:00,D50,D6
38599,OO,6338,SAN,SFO,2024-07-19 19:28:00,2024-07-19 20:53:00,B40,A30
38600,DL,2209,MSP,SFO,2024-07-19 19:43:00,2024-07-19 21:44:00,C17,C37
38601,UA,1024,EWR,SFO,2024-07-19 19:53:00,2024-07-19 23:05:00,B40,A26
38602,WN,2336,MKE,SFO,2024-07-19 19:47:00,2024-07-19 22:15:00,C9,A11
38603,WN,503,SFO,SNA,2024-07-19 20:15:00,2024-07-19 21:35:00,D28,C27
38604,UA,614,SFO,SNA,2024-07-19 19:55:00,2024-07-19 21:18:00,D7,C3
38605,OO,6252,EUG,SFO,2024-07-19 19:42:00,2024-07-19 21:09:00,E50,B35
38606,AA,163,JFK,SFO,2024-07-19 20:04:00,2024-07-19 23:54:00,D36,C6
38607,DL,2783,LAX,SFO,2024-07-19 23:05:00,2024-07-20 00:42:00,D3,E34
38608,UA,384,SAN,SFO,2024-07-19 20:26:00,2024-07-19 21:55:00,C9,C10
38609,WN,345,SAN,SFO,2024-07-19 22:19:00,2024-07-19 23:44:00,C2,D2
38610,WN,211,PHX,SFO,2024-07-19 21:57:00,2024-07-19 23:39:00,B19,B31
38611,OO,6326,SFO,SBA,2024-07-19 20:16:00,2024-07-19 21:29:00,E36,C47
38612,OO,5615,SBA,SFO,2024-07-19 20:25:00,2024-07-19 21:29:00,D10,C43
38613,OO,6387,SFO,PSP,2024-07-19 20:26:00,2024-07-19 21:55:00,A37,B16
38614,B6,1415,JFK,SFO,2024-07-19 20:39:00,2024-07-20 00:09:00,E36,D16
38615,UA,1422,EWR,SFO,2024-07-19 23:25:00,2024-07-20 02:22:00,D50,D46
38616,VX,752,SFO,SEA,2024-07-19 21:11:00,2024-07-19 23:01:00,E43,D1
38617,OO,6274,SFO,FAT,2024-07-19 20:37:00,2024-07-19 21:27:00,A27,B23
38618,AA,490,PHL,SFO,2024-07-19 21:51:00,2024-07-20 00:36:00,D46,A17
38619,UA,396,HNL,SFO,2024-07-19 21:36:00,2024-07-20 05:24:00,C21,D22
38620,UA,1724,KOA,SFO,2024-07-19 20:46:00,2024-07-20 04:45:00,C14,E30
38621,VX,964,SFO,SAN,2024-07-19 20:51:00,2024-07-19 22:14:00,C33,E12
38622,WN,4126,SFO,LAX,2024-07-19 21:59:00,2024-07-19 23:18:00,C9,B15
38623,UA,887,SFO,LAX,2024-07-19 21:10:00,2024-07-19 23:15:00,D34,A29
38624,UA,1033,IAH,SFO,2024-07-19 22:30:00,2024-07-20 00:09:00,A3,A40
38625,B6,1636,LGB,SFO,2024-07-19 21:16:00,2024-07-19 22:23:00,E33,C10
38626,AS,744,SFO,SLC,2024-07-19 21:11:00,2024-07-19 23:55:00,C25,E43
38627,UA,1572,SFO,SAN,2024-07-19 21:33:00,2024-07-19 23:05:00,B12,A30
38628,UA,1731,SFO,BOS,2024-07-19 21:29:00,2024-07-20 05:51:00,C6,C19
38629,AS,300,SEA,SFO,2024-07-19 21:40:00,2024-07-19 23:46:00,C3,E8
38630,UA,1575,HNL,SFO,2024-07-19 21:49:00,2024-07-20 05:46:00,B41,C24
38631,UA,1944,SFO,EWR,2024-07-19 22:09:00,2024-07-20 06:11:00,A36,B28
38632,AA,898,SFO,CLT,2024-07-19 22:20:00,2024-07-20 05:56:00,D48,B29
38633,WN,50,SFO,LAS,2024-07-19 23:38:00,2024-07-20 00:56:00,E22,D44
38634,WN,298,SFO,PHX,2024-07-19 23:25:00,2024-07-20 01:16:00,D39,E4
38635,UA,1975,SFO,FLL,2024-07-19 22:31:00,2024-07-20 07:12:00,A43,E42
38636,UA,824,SFO,JFK,2024-07-19 22:46:00,2024-07-20 07:03:00,C24,A35
38637,UA,365,ORD,SFO,2024-07-19 23:18:00,2024-07-20 01:42:00,E32,B40
38638,OO,6422,SFO,SMX,2024-07-19 22:40:00,2024-07-19 23:43:00,C13,D2
38639,OO,5523,SFO,ACV,2024-07-19 22:38:00,2024-07-19 23:45:00,E34,B10
38640,AA,590,PHX,SFO,2024-07-19 23:16:00,2024-07-20 01:00:00,C34,A9
38641,OO,6412,SFO,EUG,2024-07-19 22:52:00,2024-07-20 00:43:00,D50,B42
38642,UA,743,SFO,BOS,2024-07-19 22:53:00,2024-07-20 07:27:00,B20,A24
38643,UA,1947,SFO,BWI,2024-07-19 22:49:00,2024-07-20 07:04:00,D32,D3
38644,UA,1681,SFO,PHL,2024-07-19 23:04:00,2024-07-20 07:16:00,D49,C23
38645,UA,1780,SFO,SEA,2024-07-19 22:56:00,2024-07-20 00:52:00,A50,A19
38646,AA,18,SFO,JFK,2024-07-19 23:01:00,2024-07-20 07:14:00,D8,D33
38647,DL,2521,SFO,JFK,2024-07-19 01:13:00,2024-07-19 09:11:00,D25,C8
38648,DL,990,SFO,ATL,2024-07-19 23:20:00,2024-07-20 06:52:00,E44,C49
38649,VX,34,SFO,JFK,2024-07-19 23:17:00,2024-07-20 07:39:00,C29,C2
38650,UA,741,SFO,EWR,2024-07-19 23:56:00,2024-07-20 08:15:00,B15,E18
38651,UA,1197,SFO,IAH,2024-07-20 00:53:00,2024-07-20 06:30:00,D34,D36
38652,OO,5460,RDD,SFO,2024-07-20 04:57:00,2024-07-20 05:58:00,C16,C22
38653,OO,6401,EUG,SFO,2024-07-20 05:48:00,2024-07-20 07:23:00,D40,B22
38654,UA,620,RNO,SFO,2024-07-20 05:32:00,2024-07-20 06:33:00,B4,E48
38655,UA,392,PDX,SFO,2024-07-20 05:41:00,2024-07-20 07:22:00,C44,A47
38656,B6,735,SFO,LGB,2024-07-20 05:59:00,2024-07-20 07:21:00,A5,B38
38657,UA,1415,EWR,SFO,2024-07-20 06:08:00,2024-07-20 09:08:00,E20,D45
38658,UA,1742,ORD,SFO,2024-07-20 05:56:00,2024-07-20 08:21:00,A19,D28
38659,UA,415,JFK,SFO,2024-07-20 07:21:00,2024-07-20 10:43:00,A28,D36
38660,UA,1084,SFO,SEA,2024-07-20 06:00:00,2024-07-20 07:59:00,D17,B31
38661,OO,5632,SBA,SFO,2024-07-20 05:57:00,2024-07-20 07:05:00,D43,A33
38662,UA,330,BWI,SFO,2024-07-20 05:56:00,2024-07-20 08:37:00,B33,D20
38663,F9,1107,IAH,SFO,2024-07-20 08:00:00,2024-07-20 10:13:00,A47,E1
38664,DL,1859,SFO,JFK,2024-07-20 06:10:00,2024-07-20 14:28:00,C40,A27
38665,DL,1210,SFO,ATL,2024-07-20 06:08:00,2024-07-20 13:41:00,E19,E27
38666,WN,3578,LAX,SFO,2024-07-20 06:54:00,2024-07-20 08:02:00,A15,B7
38667,OO,5456,RDM,SFO,2024-07-20 06:05:00,2024-07-20 07:34:00,A20,E9
38668,UA,1946,SFO,BOS,2024-07-20 06:17:00,2024-07-20 14:37:00,A46,D49
38669,WN,3503,SAN,SFO,2024-07-20 06:34:00,2024-07-20 08:06:00,D10,A36
38670,OO,5458,SBP,SFO,2024-07-20 06:15:00,2024-07-20 07:22:00,B42,C20
38671,UA,72,HNL,SFO,2024-07-20 06:17:00,2024-07-20 14:06:00,E46,E14
38672,VX,22,PDX,SFO,2024-07-20 06:38:00,2024-07-20 08:17:00,E14,B36
38673,WN,1639,SNA,SFO,2024-07-20 06:46:00,2024-07-20 08:14:00,C16,E16
38674,AA,1294,LAX,SFO,2024-07-20 06:46:00,2024-07-20 08:10:00,B40,B33
